tag,user,act,exp,par
regex,2933,1,0.0,0
regex,2938,0,0,2
regex,527227,3,5.33333333333,4
regex,2942,1,2.0,0
regex,2947,1,0.0,0
regex,265097,2,-0.5,0
regex,2954,1,2.0,1
regex,2955,0,0,1
regex,2959,1,2.0,1
regex,2962,2,2.5,0
regex,2963,1,6.0,0
regex,2964,1,10.0,0
regex,2971,0,0,3
regex,2973,1,2.0,2
regex,2974,12,2.91666666667,6
regex,2975,2,7.5,5
regex,2976,0,0,1
regex,2977,0,0,1
regex,2979,3,1.0,0
regex,918001,0,0,1
regex,2984,1,1.0,0
regex,1051562,1,0.0,0
regex,2988,30,2.3,33
regex,2990,2,0.0,0
regex,2992,2,1.0,1
regex,2995,0,0,1
regex,265143,6,2.66666666667,3
regex,527288,1,0.0,0
regex,3002,3,20.3333333333,0
regex,527294,2,0.5,0
regex,3009,5,1.6,1
regex,265159,1,0.0,1
regex,265165,0,0,1
regex,527312,1,0.0,0
regex,789460,2,1.0,0
regex,3032,0,0,1
regex,1313757,8,1.0,4
regex,1838048,7,0.285714285714,5
regex,3043,64,4.15625,59
regex,3044,1,1.0,0
regex,527333,1,0.0,0
regex,527334,1,0.0,0
regex,3048,1,0.0,0
regex,3050,1,14.0,1
regex,3051,2,21.0,1
regex,1051628,1,0.0,0
regex,3055,7,4.28571428571,2
regex,2624511,4,1.25,8
regex,265222,1,0.0,0
regex,789515,0,0,1
regex,3087,2,2.0,1
regex,3095,2,0.0,2
regex,3101,3,3.66666666667,2
regex,3102,1,2.0,0
regex,265247,1,3.0,0
regex,265252,1,0.0,0
regex,3111,0,0,1
regex,789544,1,9.0,0
regex,3119,1,0.0,0
regex,1575984,2,1.5,0
regex,527419,1,3.0,0
regex,3133,1,1.0,0
regex,3134,2,0.5,0
regex,1313855,2,1.0,4
regex,789571,1,0.0,0
regex,3140,0,0,1
regex,3146,8,2.875,2
regex,3147,2,1.5,0
regex,3153,4,8.75,1
regex,3154,1,1.0,0
regex,789593,0,0,2
regex,3171,32,5.90625,11
regex,1051754,1,0.0,0
regex,1051755,1,0.0,0
regex,3187,6,3.5,0
regex,3189,4,1.5,5
regex,3191,6,1.0,8
regex,527481,1,1.0,0
regex,3196,0,0,1
regex,3201,2,6.0,1
regex,3204,1,0.0,1
regex,3207,3,3.66666666667,7
regex,3215,3,2.66666666667,1
regex,789649,1,13.0,3
regex,3225,1,0.0,7
regex,3226,3,-0.333333333333,2
regex,527516,0,0,1
regex,265375,0,0,2
regex,3233,1,2.0,0
regex,1051813,1,-1.0,0
regex,3238,2,1.5,0
regex,789671,2,0.5,6
regex,527531,2,1.0,2
