tag,NoQ,bestUid,act,exp,par,r_act,r_exp,r_par,pear_act,pear_exp,pear_par
assembly,2,2705055,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,1,349112,18,0.888888888889,42,0.0193386192226,0.737381550957,0.19844789357,nan,nan,nan
assembly,1,906839,15,1.53333333333,17,0.0249468187971,0.496228969252,0.416297117517,nan,nan,nan
assembly,2,3131203,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,2,2282011,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,2,898478,15,0.866666666667,39,0.0249468187971,0.737961709534,0.177937915743,nan,nan,nan
assembly,3,547981,101,1.67326732673,64,0.00212724811448,0.486172887256,0.791019955654,nan,nan,nan
assembly,2,16007,284,2.77464788732,297,0.0,0.305356797525,0.422949002217,1.0,1.0,-1.0
assembly,1,547981,101,1.67326732673,64,0.00212724811448,0.486172887256,0.791019955654,nan,nan,nan
assembly,1,1524450,7,1.0,8,0.0555018371688,0.534519435312,0.415188470067,nan,nan,nan
assembly,1,54937,18,111.944444444,20,0.0193386192226,0.00135370334558,0.417405764967,nan,nan,nan
assembly,1,245183,3,2.33333333333,1,0.121446528718,0.332624250629,0.919068736142,nan,nan,nan
assembly,2,116908,95,3.49473684211,139,0.00251402049894,0.217946238639,0.375831485588,nan,nan,nan
assembly,1,2708714,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,1,116908,95,3.49473684211,139,0.00251402049894,0.217946238639,0.375831485588,nan,nan,nan
assembly,1,14860,129,4.47286821705,65,0.00116031715336,0.148907368014,0.813747228381,nan,nan,nan
assembly,3,1919155,10,2.2,9,0.0371301489074,0.341906787855,0.726718403548,1.0,-1.0,-1.0
assembly,3,298225,13,4.15384615385,17,0.0293947012183,0.153548636627,0.398558758315,0.934719542804,0.996023318402,1.0
assembly,1,410847,7,1.71428571429,6,0.0555018371688,0.484239025334,0.731152993348,nan,nan,nan
assembly,1,656651,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,1,2028907,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,1,69588,56,1.82142857143,51,0.00502804099787,0.478630825759,0.725055432373,nan,nan,nan
assembly,2,16007,284,2.77464788732,297,0.0,0.305356797525,0.422949002217,nan,nan,nan
assembly,1,1524450,7,1.0,8,0.0555018371688,0.534519435312,0.415188470067,nan,nan,nan
assembly,2,204847,7,2.57142857143,21,0.0555018371688,0.314639334751,0.114745011086,1.0,-1.0,1.0
assembly,3,867350,11,3.81818181818,17,0.0336491974473,0.20247534326,0.339246119734,-0.489052109801,0.844797204483,0.772464464643
assembly,1,2705055,0,0,0,0.999806613808,0.772771224135,None,nan,nan,nan
assembly,2,1524450,7,1.0,8,0.0555018371688,0.534519435312,0.415188470067,-1.0,-1.0,1.0
assembly,2,448932,41,1.53658536585,26,0.00754206149681,0.496035583059,0.790465631929,1.0,-1.0,-1.0
assembly,3,282676,2,6.5,4,0.178495455424,0.0773544768904,0.211197339246,nan,nan,nan
assembly,5,948909,0,0,1,0.999806613808,0.772771224135,None,-1.0,-1.0,-1.0
assembly,1,555045,56,3.28571428571,318,0.00502804099787,0.222587507252,0.0388026607539,nan,nan,nan
assembly,1,16007,284,2.77464788732,297,0.0,0.305356797525,0.422949002217,nan,nan,nan
assembly,1,547981,101,1.67326732673,64,0.00212724811448,0.486172887256,0.791019955654,nan,nan,nan
assembly,1,12711,68,4.10294117647,89,0.00386772384452,0.153935409012,0.39800443459,nan,nan,nan
