tag,user,act,exp,par
assembly,527661,1,1.0,0
assembly,265519,1,1.0,0
assembly,68920,2,0.5,0
assembly,265530,2,1.5,3
assembly,1346877,1,1.0,0
assembly,363849,1,2.0,0
assembly,298321,2,0.0,0
assembly,527702,2,2.0,2
assembly,331103,0,0,1
assembly,1052007,1,19.0,0
assembly,36215,2,0.5,0
assembly,3449,1,2.0,0
assembly,429435,2,0.0,3
assembly,396672,1,0.0,0
assembly,167302,1,2.0,0
assembly,101767,1,14.0,0
assembly,396681,1,2.0,0
assembly,822669,0,0,2
assembly,104344,0,0,3
assembly,3474,1,1.0,1
assembly,93422,1,0.0,0
assembly,104345,0,0,1
assembly,131652,0,0,1
assembly,134554,3,1.66666666667,4
assembly,2166173,1,6.0,0
assembly,298403,1,2.0,3
assembly,724395,0,0,1
assembly,101807,0,0,1
assembly,101808,2,2.5,2
assembly,1936819,1,1.0,0
assembly,3508,1,4.0,0
assembly,3509,1,34.0,0
assembly,200121,1,3.0,0
assembly,527807,0,0,2
assembly,101827,0,0,1
assembly,134597,4,3.5,15
assembly,3534,1,8.0,1
assembly,167377,0,0,1
assembly,36307,1,4.0,1
assembly,3542,1,3.0,0
assembly,69083,8,3.75,3
assembly,101852,1,1.0,0
assembly,1333157,0,0,1
assembly,1117666,1,5.0,0
assembly,3560,2,6.5,1
assembly,134633,38,3.92105263158,44
assembly,36330,0,0,1
assembly,724461,1,4.0,0
assembly,200174,0,0,2
assembly,298479,3,2.33333333333,2
assembly,331262,1,1.0,0
assembly,462335,1,5.0,0
assembly,31762,3,0.333333333333,2
assembly,1248775,0,0,2
assembly,560648,0,0,8
assembly,724491,1,3.0,0
assembly,265741,1,0.0,0
assembly,36384,17,4.88235294118,9
assembly,462370,1,2.0,0
assembly,36388,1,0.0,4
assembly,691749,0,0,1
assembly,1707560,1,-1.0,3
assembly,1117740,1,1.0,0
assembly,3631,2,1.0,0
assembly,69178,1,2.0,1
assembly,101954,1,1.0,0
assembly,3653,1,6.0,0
assembly,3655,1,0.0,1
assembly,560714,1,8.0,0
assembly,429643,2,5.5,0
assembly,265804,3,2.33333333333,0
assembly,2100815,4,3.25,21
assembly,200272,1,0.0,1
assembly,364114,0,0,1
assembly,200291,5,6.2,0
assembly,3685,1,3.0,0
assembly,1281640,1,2.0,0
assembly,36457,3,9.0,0
assembly,3692,4,2.5,0
assembly,3694,0,0,1
assembly,298607,1,4.0,0
assembly,36464,1,1.0,0
assembly,98920,0,0,1
assembly,134772,4,4.5,5
assembly,36472,12,3.33333333333,9
assembly,3712,1,11.0,0
assembly,3719,1,0.0,1
assembly,986760,1,2.0,4
assembly,169922,0,0,1
assembly,626318,10,1.3,6
assembly,3737,2,6.0,1
assembly,1183387,1,2.0,0
assembly,298656,3,3.0,1
assembly,167586,1,5.0,0
assembly,69283,2,1.0,2
assembly,298661,13,1.15384615385,20
assembly,3750,1,3.0,0
assembly,691884,4,0.5,2
assembly,3759,1,5.0,0
assembly,1019572,1,1.0,0
assembly,1150645,1,0.0,0
assembly,134841,0,0,1
assembly,1248959,0,0,1
assembly,134848,1,1.0,0
assembly,298690,1,1.0,0
assembly,1412808,1,3.0,0
assembly,1445577,2,0.0,0
assembly,3788,2,7.0,0
assembly,69326,0,0,2
assembly,1445583,1,3.0,0
assembly,462545,1,3.0,0
assembly,36565,4,4.0,7
assembly,724695,1,0.0,0
assembly,364248,2,14.5,3
assembly,134877,7,2.85714285714,11
assembly,3807,1,0.0,0
assembly,732454,0,0,1
assembly,757479,1,0.0,0
assembly,453927,2,2.5,0
assembly,3820,0,0,1
